sex,age,race,c_charge_degree,priors_count,is_recid
Male,25,Caucasian,F,2,0
Female,32,African-American,M,0,0
Male,96,Hispanic,F,2,0
Male,35,African-American,M,10,0
Male,29,Hispanic,M,0,1
Male,27,Hispanic,F,8,0
Male,41,Hispanic,F,2,1
Male,31,Hispanic,M,0,1
Male,24,African-American,F,1,0
Male,34,African-American,F,0,0
Male,48,African-American,F,2,0
Male,41,African-American,F,1,1
Male,26,African-American,M,12,0
Male,42,African-American,F,0,0
Male,29,African-American,M,0,1
Male,26,Caucasian,M,0,1
Female,27,African-American,F,1,1
Male,35,Caucasian,M,4,1
Male,54,Caucasian,F,1,1
Male,24,African-American,M,3,0
Male,20,African-American,F,0,1
Male,27,Caucasian,F,0,1
Male,21,African-American,F,1,1
Male,27,Caucasian,M,7,0
Male,34,African-American,F,11,0
Male,27,Caucasian,F,4,1
Male,54,African-American,M,0,1
Male,29,Other,F,2,0
Male,39,African-American,F,1,1
Female,22,Caucasian,F,2,1
Female,33,Caucasian,M,0,1
Female,25,African-American,F,2,0
Female,40,Hispanic,F,7,0
Female,35,African-American,M,0,1
Male,28,Hispanic,M,0,0
Male,53,African-American,M,0,1
Male,28,Caucasian,M,2,1
Male,26,African-American,F,0,1
Male,30,African-American,F,1,0
Male,31,African-American,F,3,1
Male,24,Caucasian,M,3,0
Male,45,Caucasian,F,19,0
Male,33,Hispanic,M,1,1
Male,28,African-American,F,1,1
Female,45,Caucasian,F,1,0
Female,22,African-American,M,1,1
Male,33,Caucasian,F,3,0
Male,23,Caucasian,F,4,0
Male,36,African-American,F,6,1
Male,22,African-American,F,0,1
Male,45,Caucasian,M,1,1
Male,28,African-American,F,2,0
Male,37,African-American,M,3,0
Female,52,Caucasian,M,0,1
Male,26,Caucasian,F,0,0
Male,28,Caucasian,F,4,0
Female,33,Caucasian,F,2,1
Male,23,Caucasian,F,3,0
Male,31,Caucasian,M,3,0
Female,55,Caucasian,M,0,1
Male,24,Caucasian,F,3,0
Male,37,African-American,M,2,1
Male,41,African-American,F,0,1
Male,26,Caucasian,M,0,1
Male,41,African-American,F,13,1
Male,33,African-American,F,6,1
Male,47,Hispanic,M,0,0
Male,23,African-American,F,0,1
Male,27,Caucasian,F,1,1
Male,24,Caucasian,F,0,0
Male,23,Other,M,2,1
Male,30,African-American,F,10,1
Male,55,Caucasian,F,1,1
Male,26,African-American,M,13,0
Female,41,African-American,M,6,1
Male,35,African-American,F,0,1
Male,26,African-American,F,4,0
Male,20,African-American,M,1,1
Male,24,Caucasian,M,3,0
Male,31,African-American,M,8,0
Male,22,African-American,F,2,1
Male,55,African-American,F,0,0
Male,33,Caucasian,F,7,0
Male,44,Caucasian,F,6,0
Male,41,African-American,F,25,0
Male,56,African-American,M,9,1
Male,21,African-American,F,1,1
Male,36,African-American,F,1,0
Female,48,Caucasian,M,1,1
Male,27,Caucasian,F,6,0
Male,56,Caucasian,F,7,0
Male,39,Caucasian,M,2,1
Male,31,Hispanic,F,0,1
Female,25,Caucasian,F,0,1
Male,51,Caucasian,F,1,1
Female,28,African-American,F,3,1
Male,30,African-American,F,0,0
Female,19,African-American,M,0,0
Male,20,African-American,M,0,0
Male,57,Caucasian,F,0,1
Male,51,African-American,M,8,0
Male,27,African-American,F,5,0
Male,26,African-American,F,0,1
Male,23,Caucasian,M,3,0
Male,35,African-American,M,14,0
Female,41,Caucasian,M,1,1
Male,37,African-American,F,5,1
Male,48,African-American,F,0,1
Male,21,African-American,F,0,1
Male,19,African-American,F,3,0
Male,21,African-American,F,1,0
Male,29,Hispanic,M,1,1
Male,52,African-American,M,1,1
Male,23,African-American,F,5,0
Male,22,African-American,F,0,0
Male,19,African-American,F,1,0
Male,41,Caucasian,F,1,0
Female,25,Caucasian,M,1,0
Male,54,African-American,M,0,0
Male,25,African-American,F,13,0
Female,30,Caucasian,M,0,0
Female,40,Caucasian,F,4,0
Male,22,African-American,F,0,1
Male,50,Caucasian,F,10,1
Male,35,Caucasian,M,2,0
Male,28,Caucasian,F,7,0
Male,21,African-American,F,0,1
Female,38,Other,F,6,0
Male,27,Caucasian,F,0,1
Male,22,African-American,F,0,0
Female,38,Hispanic,F,20,0
Male,32,African-American,F,26,0
Male,32,Caucasian,F,0,1
Male,59,Caucasian,F,0,1
Male,30,Caucasian,F,19,0
Male,20,Other,M,0,0
Male,59,Caucasian,F,0,1
Female,44,Caucasian,F,1,0
Male,26,African-American,M,9,0
Male,30,African-American,F,9,0
Female,35,Caucasian,F,2,1
Male,25,African-American,M,3,0
Male,44,Hispanic,M,0,1
Male,40,African-American,F,7,1
Female,31,African-American,M,0,0
Female,32,African-American,F,0,1
Male,37,African-American,F,22,0
Male,22,Caucasian,F,2,1
Male,38,African-American,M,8,0
Male,34,Caucasian,F,2,1
Male,30,African-American,F,7,1
Female,38,Caucasian,F,0,0
Male,36,African-American,F,10,0
Male,46,Other,F,0,1
Male,22,Native American,M,0,0
Male,35,Caucasian,F,2,0
Male,35,African-American,F,0,1
Male,20,Other,F,1,0
Female,30,African-American,F,9,0
Male,34,African-American,F,16,0
Male,31,Caucasian,F,3,0
Male,32,Hispanic,M,0,0
Male,31,Caucasian,F,4,0
Male,22,Caucasian,F,2,0
Male,31,Hispanic,F,0,1
Male,36,African-American,M,5,0
Male,39,African-American,M,2,1
Male,51,African-American,F,9,0
Male,35,African-American,F,7,0
Male,30,African-American,F,1,0
Male,35,Hispanic,F,0,1
Male,23,Hispanic,F,0,0
Male,43,Caucasian,M,3,0
Male,37,African-American,M,0,1
Male,25,African-American,M,3,1
Male,33,Hispanic,F,8,0
Female,27,African-American,F,0,1
Male,47,Caucasian,M,2,1
Male,46,African-American,M,12,1
Male,27,Caucasian,F,0,1
Male,34,African-American,F,0,0
Male,30,African-American,M,4,0
Male,25,Caucasian,M,0,1
Male,26,African-American,M,5,1
Male,25,African-American,F,1,0
Male,60,African-American,F,9,1
Male,49,Other,M,0,0
Male,30,African-American,F,12,0
Male,21,African-American,F,0,1
Male,25,African-American,F,4,0
Male,53,Caucasian,F,1,1
Male,21,African-American,F,0,0
Male,29,Hispanic,M,1,1
Male,29,African-American,M,4,1
Male,21,Hispanic,M,0,1
Female,24,African-American,M,2,0
Male,53,Other,M,4,0
Male,51,Caucasian,F,2,1
Male,29,African-American,M,1,1
Female,24,Other,F,0,1
Male,24,Other,F,2,0
Male,37,Hispanic,F,5,1
Male,20,Caucasian,F,0,0
Female,54,Hispanic,M,2,1
Female,51,Caucasian,F,14,1
Male,53,Caucasian,F,1,1
Male,31,African-American,F,2,1
Male,25,African-American,F,5,1
Male,38,Hispanic,M,0,1
Male,22,African-American,F,3,0
Male,21,African-American,F,1,0
Male,21,Caucasian,F,1,0
Male,27,African-American,M,6,0
Male,28,African-American,M,14,0
Male,49,African-American,M,6,0
Male,52,African-American,F,7,0
Male,25,African-American,M,1,1
Male,56,Caucasian,F,2,1
Male,34,African-American,F,22,1
Male,35,Hispanic,F,7,1
Male,23,African-American,M,1,0
Male,22,Caucasian,F,0,1
Male,23,African-American,F,0,0
Male,30,African-American,M,4,1
Male,42,African-American,M,1,0
Male,50,African-American,M,24,0
Male,54,Caucasian,F,12,0
Male,37,Other,M,4,0
Male,37,African-American,F,0,1
Male,23,African-American,F,1,1
Male,41,Caucasian,F,0,1
Male,50,African-American,F,5,1
Male,41,Hispanic,F,19,0
Male,26,African-American,F,2,0
Male,40,Other,F,8,0
Male,23,African-American,F,2,0
Male,55,Caucasian,F,1,0
Male,24,African-American,F,0,0
Male,33,Caucasian,M,5,0
Male,23,Caucasian,F,0,1
Male,37,African-American,M,1,0
Female,64,Other,F,0,1
Male,51,Caucasian,M,0,1
Male,40,Other,F,4,0
Male,43,Caucasian,F,1,1
Female,35,African-American,M,3,0
Male,22,Hispanic,F,1,0
Male,29,African-American,F,2,1
Male,57,Caucasian,M,0,1
Male,20,African-American,M,1,0
Male,37,Caucasian,M,1,0
Female,23,Other,M,0,1
Male,23,African-American,F,3,0
Male,36,Caucasian,M,9,0
Male,55,Caucasian,M,1,1
Male,53,African-American,M,18,0
Male,21,African-American,F,1,0
Male,27,African-American,M,3,0
Male,28,African-American,F,6,0
Male,26,Caucasian,F,1,0
Male,25,Caucasian,F,1,1
Male,66,Caucasian,F,0,1
Male,28,African-American,M,3,1
Male,21,African-American,F,0,0
Male,24,African-American,M,0,1
Male,60,Caucasian,M,18,0
Male,37,African-American,F,2,0
Male,23,African-American,M,2,0
Male,73,Caucasian,M,0,1
Male,44,African-American,F,0,1
Male,42,Hispanic,M,0,1
Male,40,African-American,F,6,1
Female,28,African-American,F,0,0
Male,21,Hispanic,F,0,1
Male,56,Caucasian,M,0,0
Male,42,African-American,F,3,1
Male,32,Caucasian,F,11,0
Male,50,Caucasian,F,1,1
Male,34,Caucasian,M,0,1
Male,47,African-American,M,1,0
Male,58,Caucasian,F,3,1
Male,48,Caucasian,F,3,1
Female,20,Caucasian,F,0,0
Female,53,African-American,F,10,0
Male,29,African-American,F,0,1
Male,38,Other,M,1,1
Female,43,Caucasian,M,0,1
Male,35,African-American,M,1,1
Male,25,Hispanic,M,2,0
Male,53,Caucasian,M,1,0
Male,22,Caucasian,M,0,1
Female,32,Hispanic,M,1,1
Male,26,Caucasian,M,9,0
Female,48,Other,F,0,1
Male,23,African-American,F,4,0
Male,71,Caucasian,M,1,1
Female,61,Caucasian,M,0,1
Female,22,Caucasian,M,2,1
Male,29,African-American,M,1,0
Female,54,Caucasian,M,1,1
Male,24,Caucasian,F,6,1
Female,28,Caucasian,F,0,1
Female,25,Caucasian,F,2,1
Female,22,African-American,F,1,1
Male,24,African-American,F,2,0
Male,35,African-American,F,0,1
Male,21,African-American,F,0,1
Male,49,Caucasian,M,1,1
Male,26,African-American,F,6,0
Male,30,African-American,F,7,0
Male,32,Hispanic,M,1,0
Male,30,African-American,F,5,0
Male,21,African-American,F,1,1
Male,64,Caucasian,F,8,1
Female,26,African-American,F,1,1
Female,45,Caucasian,F,7,0
Male,37,African-American,M,3,1
Female,34,African-American,F,1,0
Male,60,Hispanic,F,4,1
Male,58,Caucasian,M,0,1
Male,27,Caucasian,F,0,1
Male,30,African-American,M,0,0
Male,25,African-American,M,0,1
Male,60,African-American,F,19,0
Male,56,African-American,F,24,1
Male,33,African-American,M,2,1
Male,25,Caucasian,F,9,0
Male,47,African-American,F,15,1
Male,32,African-American,F,6,0
Male,24,African-American,F,3,0
Male,23,Caucasian,F,2,0
Male,23,Hispanic,F,3,0
Male,25,African-American,F,1,0
Female,20,African-American,F,0,1
Male,32,African-American,F,9,1
Female,49,African-American,F,0,1
Male,22,African-American,F,1,1
Male,24,African-American,F,0,1
Male,26,Caucasian,F,10,0
Male,29,African-American,F,5,1
Female,20,African-American,F,1,0
Male,49,Caucasian,M,1,1
Male,29,African-American,M,1,0
Male,18,African-American,F,2,0
Male,22,Caucasian,F,0,1
Male,34,African-American,F,8,1
Female,26,African-American,F,3,0
Male,21,African-American,F,0,0
Male,54,Caucasian,M,2,0
Male,59,African-American,F,1,1
Male,22,African-American,F,0,0
Male,24,Other,F,1,0
Male,64,African-American,F,20,1
Male,45,Caucasian,M,1,0
Female,22,African-American,F,0,1
Male,24,African-American,F,5,0
Female,30,African-American,F,3,0
Female,27,Caucasian,F,0,1
Male,20,Caucasian,F,0,1
Male,29,Hispanic,F,0,0
Male,28,Caucasian,F,5,0
Male,37,Other,M,0,1
Male,25,Other,F,2,1
Male,23,Caucasian,F,3,0
Female,32,African-American,M,0,1
Female,44,Caucasian,F,1,1
Male,41,African-American,F,8,1
Male,30,Caucasian,F,3,1
Male,27,African-American,M,2,0
Male,32,African-American,F,0,0
Male,40,African-American,M,24,0
Male,23,African-American,F,1,1
Male,34,Hispanic,M,2,0
Male,33,African-American,F,1,1
Female,33,African-American,M,3,1
Male,33,Caucasian,F,3,1
Male,33,Caucasian,F,0,1
Male,41,African-American,M,2,0
Male,37,Hispanic,M,1,1
Male,28,African-American,M,9,1
Female,25,African-American,F,0,0
Male,51,Other,F,14,0
Female,30,African-American,M,1,1
Female,47,African-American,M,0,1
Male,24,Caucasian,F,0,0
Male,37,Caucasian,M,5,1
Male,31,Caucasian,F,9,0
Female,30,Caucasian,F,1,1
Male,52,African-American,F,0,0
Male,25,African-American,F,5,0
Male,60,African-American,F,10,1
Female,46,African-American,M,7,1
Male,62,Caucasian,M,3,1
Male,57,Other,F,10,0
Male,36,Caucasian,M,0,0
Male,24,African-American,F,2,0
Male,37,Hispanic,M,3,0
Male,25,Caucasian,F,9,1
Male,21,African-American,M,0,0
Male,38,Asian,M,0,1
Male,29,African-American,F,5,0
Male,52,African-American,M,0,0
Male,29,African-American,F,5,0
Male,59,African-American,F,13,0
Male,39,African-American,F,2,0
Male,48,Hispanic,M,1,1
Male,31,Other,M,3,0
Male,20,African-American,F,1,0
Male,50,Caucasian,M,0,1
Male,27,African-American,F,7,0
Male,27,African-American,M,0,1
Male,31,Caucasian,F,4,0
Female,32,African-American,F,2,1
Female,24,African-American,M,2,1
Male,24,African-American,F,4,0
Male,30,Caucasian,M,0,0
Male,21,African-American,F,2,1
Male,41,Caucasian,F,0,1
Male,38,Other,F,1,1
Male,32,African-American,F,2,0
Male,27,Caucasian,F,5,1
Female,24,Caucasian,F,1,1
Male,69,Caucasian,M,0,0
Male,25,Caucasian,F,1,1
Male,55,Caucasian,M,0,0
Male,28,African-American,F,7,0
Male,27,Caucasian,M,0,0
Female,20,African-American,F,1,0
Male,36,African-American,F,2,0
Female,39,Hispanic,F,10,0
Male,25,African-American,F,10,0
Female,35,Caucasian,M,1,1
Male,32,African-American,M,12,0
Male,69,Other,M,0,1
Male,21,Caucasian,M,1,1
Male,41,Caucasian,F,1,1
Male,21,Hispanic,F,0,1
Male,38,African-American,F,0,1
Male,21,African-American,F,1,0
Male,31,Caucasian,M,10,1
Male,35,Caucasian,M,2,0
Male,34,African-American,M,5,1
Male,52,Caucasian,M,0,1
Male,21,African-American,F,0,1
Male,43,African-American,M,8,1
Female,32,Caucasian,F,0,1
Male,49,Caucasian,F,5,0
Female,21,African-American,M,0,1
Male,28,African-American,F,5,0
Female,65,Caucasian,F,1,1
Female,27,Caucasian,M,0,1
Male,29,Other,F,6,0
Male,48,Caucasian,F,20,0
Male,25,African-American,M,1,0
Male,20,African-American,M,0,0
Male,49,Other,F,7,0
Male,42,Other,M,6,1
Male,63,African-American,F,6,1
Male,40,Caucasian,M,0,1
Male,34,Hispanic,F,0,1
Male,21,African-American,F,1,0
Male,27,Caucasian,M,1,1
Male,29,Hispanic,M,0,1
Male,35,Caucasian,M,0,0
Male,32,African-American,M,9,0
Female,50,African-American,M,0,1
Male,31,African-American,M,1,1
Male,47,Caucasian,M,0,1
Male,44,Caucasian,M,2,1
Male,44,Hispanic,F,8,0
Male,56,Hispanic,F,0,1
Male,23,African-American,M,0,1
Male,54,African-American,F,10,1
Male,21,African-American,F,1,0
Male,38,Caucasian,F,17,1
Male,25,Hispanic,F,0,0
Male,44,Caucasian,F,2,0
Male,52,African-American,M,3,0
Female,52,Caucasian,F,0,0
Male,21,African-American,M,0,0
Male,31,African-American,F,4,1
Female,30,Caucasian,F,9,0
Female,39,African-American,F,1,1
Male,56,African-American,F,6,1
Male,35,African-American,F,12,0
Male,39,Caucasian,F,1,1
Male,29,Caucasian,M,0,1
Female,28,Caucasian,F,3,1
Male,23,African-American,F,2,0
Male,26,Caucasian,M,0,1
Female,64,African-American,M,1,0
Female,51,African-American,F,10,0
Female,58,Other,F,0,1
Male,20,Caucasian,F,1,0
Male,21,African-American,F,0,0
Male,21,African-American,F,0,0
Male,23,African-American,F,0,1
Male,46,African-American,F,3,1
Male,25,African-American,F,21,0
Male,35,Hispanic,F,5,0
Male,34,African-American,F,12,0
Female,30,African-American,M,0,1
Male,47,Caucasian,F,1,1
Male,30,Caucasian,F,4,1
Male,33,Hispanic,M,0,1
Male,47,African-American,F,1,1
Male,42,African-American,F,33,0
Male,39,African-American,F,1,0
Male,50,Caucasian,F,11,0
Male,30,Hispanic,M,2,0
Male,24,Caucasian,F,1,1
Female,22,African-American,F,2,1
Male,45,Caucasian,F,3,1
Male,26,Caucasian,F,2,0
Male,39,Caucasian,F,3,1
Male,40,Caucasian,F,1,1
Male,24,African-American,F,0,1
Male,23,African-American,F,1,1
Male,61,Caucasian,M,0,1
Male,42,Caucasian,F,3,0
Male,38,African-American,F,3,0
Male,67,Caucasian,F,0,0
Male,23,Caucasian,F,2,1
Male,31,Caucasian,F,1,0
Male,40,African-American,F,15,1
Male,44,African-American,F,0,1
Male,37,African-American,F,10,0
Female,22,African-American,M,3,1
Male,31,Caucasian,M,6,0
Male,28,African-American,F,9,0
Male,57,African-American,F,2,1
Male,24,Other,M,5,1
Male,33,Caucasian,F,9,1
Female,30,African-American,F,10,0
Male,31,Other,F,5,1
Male,56,Caucasian,F,7,1
Male,67,Hispanic,F,2,1
Male,35,African-American,F,0,0
Male,57,African-American,F,23,0
Female,39,Caucasian,F,8,0
Male,65,Caucasian,F,3,1
Female,22,Caucasian,M,0,1
Female,35,African-American,F,2,1
Male,29,African-American,M,2,0
Male,37,Caucasian,M,2,0
Male,62,African-American,F,13,0
Male,22,African-American,M,5,0
Male,31,African-American,M,6,0
Male,22,African-American,M,0,0
Male,31,Hispanic,F,8,0
Female,56,African-American,F,1,1
Male,25,Caucasian,F,2,1
Male,33,Caucasian,M,10,1
Male,25,Caucasian,F,2,1
Female,27,African-American,F,3,1
Male,37,African-American,F,1,1
Male,41,Caucasian,M,2,1
Male,35,African-American,F,5,1
Male,25,Hispanic,M,1,0
Male,55,Caucasian,M,0,1
Female,24,African-American,F,1,1
Male,26,African-American,F,2,0
Male,35,African-American,F,7,1
Male,50,Caucasian,M,3,0
Male,30,African-American,M,1,1
Male,25,African-American,F,3,0
Female,65,Caucasian,M,1,0
Female,31,African-American,F,0,0
Female,24,African-American,M,0,1
Male,34,African-American,F,6,0
Male,24,Other,M,3,0
Female,30,African-American,F,4,1
Female,35,Hispanic,M,0,1
Male,30,African-American,F,14,0
Male,24,Caucasian,M,1,1
Male,51,Caucasian,F,3,0
Female,28,African-American,F,3,1
Female,27,African-American,F,4,0
Male,50,Other,F,5,1
Male,22,Caucasian,F,2,0
Male,29,African-American,F,2,0
Male,31,African-American,F,0,1
Male,31,Caucasian,M,0,1
Female,32,African-American,F,3,1
Male,27,African-American,F,1,0
Male,29,Caucasian,F,6,0
Male,59,African-American,F,3,0
Male,24,African-American,M,1,0
Female,27,Caucasian,F,1,1
Male,33,African-American,F,0,1
Female,35,Other,M,0,1
Male,28,Caucasian,F,9,0
Female,40,Other,F,0,1
Male,53,Hispanic,M,3,1
Male,45,Other,M,0,1
Male,24,African-American,M,9,0
Male,31,African-American,F,16,0
Male,25,Hispanic,M,0,1
Male,24,Caucasian,M,0,0
Male,24,African-American,F,0,1
Male,23,Hispanic,M,6,1
Male,23,African-American,F,7,0
Female,47,Hispanic,F,2,1
Male,48,Hispanic,M,0,1
Male,35,Hispanic,M,0,1
Male,24,Other,F,3,0
Male,62,Caucasian,F,0,1
Male,52,African-American,F,19,1
Female,25,African-American,F,4,0
Male,25,Other,F,1,1
Male,49,African-American,M,1,0
Male,50,Caucasian,F,0,0
Male,47,African-American,F,3,0
Male,37,African-American,F,14,1
Male,26,Caucasian,M,0,1
Male,28,African-American,F,21,0
Female,26,African-American,F,3,0
Male,48,Other,F,4,1
Male,25,African-American,F,1,1
Male,20,African-American,F,1,0
Male,34,African-American,F,9,0
Male,26,Hispanic,M,1,1
Male,46,African-American,F,9,0
Male,21,African-American,F,0,0
Female,27,Caucasian,F,2,0
Male,21,African-American,M,3,0
Male,29,Caucasian,F,1,1
Male,46,Caucasian,F,4,1
Male,24,African-American,F,0,0
Female,51,Hispanic,M,2,1
Male,57,African-American,M,8,0
Male,33,African-American,F,4,0
Male,23,African-American,F,4,0
Male,29,African-American,F,5,1
Male,22,Caucasian,M,0,0
Male,56,Hispanic,M,10,0
Female,33,Caucasian,M,1,0
Male,27,Other,F,0,0
Male,31,Hispanic,M,1,1
Male,40,African-American,F,3,0
Male,48,Other,M,0,1
Male,32,African-American,F,10,0
Male,68,African-American,F,1,1
Male,24,African-American,M,1,1
Male,32,African-American,F,1,1
Male,19,African-American,F,2,0
Male,56,Hispanic,F,4,1
Male,23,African-American,F,6,0
Male,39,Caucasian,F,17,0
Male,25,African-American,F,1,1
Male,42,African-American,F,6,0
Male,29,Caucasian,M,1,1
Male,38,Caucasian,M,2,1
Male,32,Caucasian,F,10,0
Male,23,Caucasian,M,4,0
Male,58,African-American,F,10,0
Male,42,African-American,F,9,0
Male,52,Hispanic,F,3,1
Male,26,Caucasian,F,1,0
Male,27,Caucasian,F,1,1
Male,33,Caucasian,F,1,1
Male,33,African-American,F,2,0
Male,23,African-American,M,0,0
Male,25,African-American,F,4,0
Male,32,African-American,F,0,0
Male,34,Hispanic,F,14,0
Female,29,Caucasian,M,0,1
Male,38,African-American,F,19,0
Male,29,Caucasian,M,0,1
Male,27,African-American,F,6,0
Male,25,Caucasian,M,0,0
Female,31,Caucasian,F,2,0
Male,30,African-American,F,8,0
Male,41,African-American,F,0,1
Male,59,African-American,F,8,0
Male,21,Caucasian,M,1,0
Female,33,African-American,M,6,0
Male,27,African-American,F,6,0
Male,30,African-American,F,0,1
Male,43,Caucasian,F,4,1
Female,24,Caucasian,F,2,1
Male,45,African-American,M,13,0
Male,23,Caucasian,F,0,0
Female,40,Caucasian,F,5,1
Female,23,African-American,F,0,1
Male,39,African-American,F,3,1
Female,26,African-American,F,5,0
Female,26,Caucasian,M,0,1
Male,21,African-American,M,0,1
Male,30,Caucasian,F,3,1
Male,44,Caucasian,F,0,1
Male,21,African-American,F,1,0
Male,23,African-American,M,0,0
Female,49,African-American,F,1,1
Male,23,African-American,F,3,0
Male,24,African-American,F,1,0
Female,21,African-American,F,1,0
Female,37,Caucasian,F,7,0
Female,21,African-American,M,1,0
Male,28,Caucasian,F,2,0
Male,42,Caucasian,M,2,1
Male,23,Other,F,7,0
Female,24,African-American,F,2,0
Male,31,Caucasian,F,0,1
Male,24,African-American,M,2,0
Male,25,African-American,F,1,1
Male,55,African-American,F,12,1
Male,33,African-American,M,1,0
Male,26,African-American,M,24,0
Male,27,African-American,F,1,1
Male,26,Caucasian,M,3,1
Male,21,Hispanic,M,0,0
Female,27,African-American,M,0,1
Male,46,Caucasian,F,0,0
Female,38,Caucasian,M,1,0
Female,24,African-American,M,0,1
Female,38,African-American,M,0,1
Male,27,African-American,F,7,0
Male,48,African-American,F,6,1
Female,31,Caucasian,F,2,0
Male,28,African-American,M,5,0
Male,30,Hispanic,F,7,1
Male,25,Caucasian,M,6,0
Male,27,African-American,F,8,0
Male,55,Caucasian,M,0,1
Male,25,African-American,F,1,1
Male,40,African-American,F,5,0
Male,21,African-American,F,0,0
Male,50,Caucasian,F,26,0
Male,28,African-American,F,10,0
Male,20,African-American,F,2,0
Male,33,Native American,M,9,0
Male,31,African-American,F,10,0
Female,57,African-American,M,0,1
Male,25,African-American,M,0,1
Male,22,African-American,F,7,0
Male,31,African-American,F,3,0
